modif_id,shop_id,cost,link
2352,14,33154,Wishmaster.me
3457,7,46987,https://www.holodilnik.ru/
4595,6,94713,https://re-store.ru/
3400,4,16368,https://biggeek.ru/
3226,17,54236,coxo.ru
978,3,134898,https://www.eldorado.ru/
3680,7,88542,https://www.holodilnik.ru/
3684,12,11476,https://www.techport.ru/
4507,12,85432,https://www.techport.ru/
4659,14,41114,Wishmaster.me
4167,0,15267,https://www.mvideo.ru/
5654,14,28226,Wishmaster.me
4578,7,23843,https://www.holodilnik.ru/
5886,5,35035,https://www.svyaznoy.ru/
3842,5,144721,https://www.svyaznoy.ru/
4456,0,79077,https://www.mvideo.ru/
1239,16,143193,Sold-Out.ru
4097,11,139275,https://ulmart-katalog.ru/
5475,9,19302,https://www.oldi.ru/
1845,19,29562,Quke.ru
4675,11,134481,https://ulmart-katalog.ru/
2954,7,119240,https://www.holodilnik.ru/
5741,20,64687,iPort.ru
3983,20,51453,iPort.ru
5953,16,148816,Sold-Out.ru
963,13,79218,StoreX24.ru
2539,16,74536,Sold-Out.ru
383,21,107029,123.ru
3837,0,59890,https://www.mvideo.ru/
3995,11,85153,https://ulmart-katalog.ru/
5808,16,20636,Sold-Out.ru
4647,6,113595,https://re-store.ru/
4289,10,85851,https://kcentr.ru/
990,20,34850,iPort.ru
4347,17,45589,coxo.ru
4242,3,16288,https://www.eldorado.ru/
2810,5,116731,https://www.svyaznoy.ru/
4461,12,97159,https://www.techport.ru/
5634,14,123342,Wishmaster.me
4421,7,57945,https://www.holodilnik.ru/
3252,3,138641,https://www.eldorado.ru/
158,15,81051,Video-shoper.ru
2520,19,47890,Quke.ru
2244,9,67723,https://www.oldi.ru/
3752,12,55449,https://www.techport.ru/
549,0,11024,https://www.mvideo.ru/
5551,0,10069,https://www.mvideo.ru/
4960,13,47354,StoreX24.ru
356,10,145785,https://kcentr.ru/
5398,7,90957,https://www.holodilnik.ru/
2181,19,145911,Quke.ru
1453,2,112479,https://www.dns-shop.ru/
667,3,29630,https://www.eldorado.ru/
5291,5,91295,https://www.svyaznoy.ru/
3932,16,44581,Sold-Out.ru
4452,16,96216,Sold-Out.ru
1682,4,142929,https://biggeek.ru/
4490,8,69315,https://sbermegamarket.ru/
1562,13,31670,StoreX24.ru
3302,12,135859,https://www.techport.ru/
455,10,111434,https://kcentr.ru/
40,3,64244,https://www.eldorado.ru/
135,11,22234,https://ulmart-katalog.ru/
345,3,86674,https://www.eldorado.ru/
843,4,85537,https://biggeek.ru/
809,5,118632,https://www.svyaznoy.ru/
466,18,22690,Shop-Trubka.ru
2625,15,45665,Video-shoper.ru
4380,21,124146,123.ru
3875,19,92124,Quke.ru
5280,8,118783,https://sbermegamarket.ru/
2294,14,59872,Wishmaster.me
726,12,53822,https://www.techport.ru/
1768,5,23178,https://www.svyaznoy.ru/
3895,6,33015,https://re-store.ru/
1672,0,64813,https://www.mvideo.ru/
4733,10,56384,https://kcentr.ru/
2054,3,12194,https://www.eldorado.ru/
5006,19,86326,Quke.ru
913,7,110077,https://www.holodilnik.ru/
2031,18,127395,Shop-Trubka.ru
192,11,134794,https://ulmart-katalog.ru/
3537,7,63066,https://www.holodilnik.ru/
1379,5,98764,https://www.svyaznoy.ru/
341,7,56100,https://www.holodilnik.ru/
198,20,43496,iPort.ru
2449,11,15739,https://ulmart-katalog.ru/
350,2,141452,https://www.dns-shop.ru/
3404,13,122233,StoreX24.ru
1827,7,56305,https://www.holodilnik.ru/
2504,18,126817,Shop-Trubka.ru
380,5,68185,https://www.svyaznoy.ru/
4658,21,137526,123.ru
1157,3,62733,https://www.eldorado.ru/
1565,17,64641,coxo.ru
2147,15,75536,Video-shoper.ru
574,13,133784,StoreX24.ru
1913,2,77624,https://www.dns-shop.ru/
2034,21,17013,123.ru
4519,10,149123,https://kcentr.ru/
4048,21,97467,123.ru
819,14,141443,Wishmaster.me
5493,1,45337,https://www.citilink.ru/
1519,4,115487,https://biggeek.ru/
4010,11,33704,https://ulmart-katalog.ru/
4315,13,149056,StoreX24.ru
3771,8,99372,https://sbermegamarket.ru/
4653,13,90912,StoreX24.ru
5453,1,135212,https://www.citilink.ru/
3413,17,18083,coxo.ru
5692,5,113112,https://www.svyaznoy.ru/
3635,1,88622,https://www.citilink.ru/
2411,12,76315,https://www.techport.ru/
1505,15,62886,Video-shoper.ru
5003,6,73291,https://re-store.ru/
3271,11,96674,https://ulmart-katalog.ru/
3043,5,141510,https://www.svyaznoy.ru/
5659,6,71550,https://re-store.ru/
5050,15,49785,Video-shoper.ru
1463,7,42383,https://www.holodilnik.ru/
3729,15,19070,Video-shoper.ru
1893,7,11910,https://www.holodilnik.ru/
3898,1,141238,https://www.citilink.ru/
5614,21,67862,123.ru
3793,11,129820,https://ulmart-katalog.ru/
2771,10,36320,https://kcentr.ru/
1038,17,60539,coxo.ru
140,4,46242,https://biggeek.ru/
2500,5,20929,https://www.svyaznoy.ru/
5909,8,139471,https://sbermegamarket.ru/
2196,18,43376,Shop-Trubka.ru
5757,6,148300,https://re-store.ru/
3357,6,25422,https://re-store.ru/
3381,10,29922,https://kcentr.ru/
1344,18,141674,Shop-Trubka.ru
456,5,94816,https://www.svyaznoy.ru/
2934,2,82797,https://www.dns-shop.ru/
2218,10,145758,https://kcentr.ru/
322,0,20727,https://www.mvideo.ru/
36,12,12827,https://www.techport.ru/
2849,15,61126,Video-shoper.ru
3778,5,85216,https://www.svyaznoy.ru/
2882,20,26750,iPort.ru
5760,14,144821,Wishmaster.me
5555,11,54804,https://ulmart-katalog.ru/
3609,7,24802,https://www.holodilnik.ru/
4634,21,115851,123.ru
3441,1,24100,https://www.citilink.ru/
1438,15,17080,Video-shoper.ru
5141,0,90225,https://www.mvideo.ru/
4019,5,100717,https://www.svyaznoy.ru/
833,15,68822,Video-shoper.ru
693,13,131064,StoreX24.ru
2940,15,140307,Video-shoper.ru
5108,9,84628,https://www.oldi.ru/
1089,12,35875,https://www.techport.ru/
3966,4,110375,https://biggeek.ru/
2960,15,86855,Video-shoper.ru
1514,17,54274,coxo.ru
4682,20,93287,iPort.ru
44,11,144168,https://ulmart-katalog.ru/
5328,6,65111,https://re-store.ru/
2185,18,110373,Shop-Trubka.ru
1346,19,107127,Quke.ru
3452,10,103248,https://kcentr.ru/
1278,18,83361,Shop-Trubka.ru
4970,13,135762,StoreX24.ru
3204,4,80644,https://biggeek.ru/
1704,13,129053,StoreX24.ru
5745,13,44709,StoreX24.ru
3188,9,50798,https://www.oldi.ru/
791,8,108486,https://sbermegamarket.ru/
4128,6,123136,https://re-store.ru/
391,10,67318,https://kcentr.ru/
3453,1,48708,https://www.citilink.ru/
5044,5,17767,https://www.svyaznoy.ru/
2046,1,19233,https://www.citilink.ru/
2681,5,81975,https://www.svyaznoy.ru/
1095,19,79483,Quke.ru
5548,15,61873,Video-shoper.ru
5739,17,65716,coxo.ru
4869,0,95124,https://www.mvideo.ru/
2567,15,120911,Video-shoper.ru
4283,5,32983,https://www.svyaznoy.ru/
2839,8,77840,https://sbermegamarket.ru/
1162,14,86419,Wishmaster.me
5461,10,127192,https://kcentr.ru/
865,13,71364,StoreX24.ru
4811,13,87868,StoreX24.ru
3348,21,27276,123.ru
5882,13,148490,StoreX24.ru
3552,11,24104,https://ulmart-katalog.ru/
1582,1,39867,https://www.citilink.ru/
5399,7,39194,https://www.holodilnik.ru/
2723,16,11422,Sold-Out.ru
56,10,139522,https://kcentr.ru/
2399,15,117617,Video-shoper.ru
2299,1,129347,https://www.citilink.ru/
5758,10,81813,https://kcentr.ru/
2198,10,110030,https://kcentr.ru/
3670,19,29476,Quke.ru
1605,8,68182,https://sbermegamarket.ru/
4223,14,109374,Wishmaster.me
147,20,49407,iPort.ru
5917,8,47540,https://sbermegamarket.ru/
3495,18,55701,Shop-Trubka.ru
4101,3,52097,https://www.eldorado.ru/
3894,10,32753,https://kcentr.ru/
1430,21,121338,123.ru
1007,1,105336,https://www.citilink.ru/
5208,9,146572,https://www.oldi.ru/
410,20,105541,iPort.ru
3320,15,76920,Video-shoper.ru
3063,10,11104,https://kcentr.ru/
1581,2,78650,https://www.dns-shop.ru/
1059,15,33285,Video-shoper.ru
672,16,24073,Sold-Out.ru
5621,19,80425,Quke.ru
4666,4,70384,https://biggeek.ru/
3896,17,133949,coxo.ru
5719,7,12102,https://www.holodilnik.ru/
485,12,92728,https://www.techport.ru/
5888,20,59052,iPort.ru
589,6,37007,https://re-store.ru/
1621,5,32538,https://www.svyaznoy.ru/
4299,14,74155,Wishmaster.me
2980,14,39124,Wishmaster.me
1124,16,36250,Sold-Out.ru
5294,12,49011,https://www.techport.ru/
3016,21,28431,123.ru
2558,19,11557,Quke.ru
3326,3,106613,https://www.eldorado.ru/
129,14,126336,Wishmaster.me
2700,9,125049,https://www.oldi.ru/
1545,13,108651,StoreX24.ru
4562,18,114358,Shop-Trubka.ru
3583,17,133633,coxo.ru
2700,1,57278,https://www.citilink.ru/
4262,14,25676,Wishmaster.me
1161,6,58920,https://re-store.ru/
2652,0,102623,https://www.mvideo.ru/
5422,2,42024,https://www.dns-shop.ru/
1567,10,33269,https://kcentr.ru/
1223,9,70145,https://www.oldi.ru/
2654,17,80012,coxo.ru
1679,10,61555,https://kcentr.ru/
5337,19,32813,Quke.ru
2473,7,109040,https://www.holodilnik.ru/
975,2,23046,https://www.dns-shop.ru/
4041,15,90119,Video-shoper.ru
3168,12,48492,https://www.techport.ru/
3462,2,84908,https://www.dns-shop.ru/
632,1,122874,https://www.citilink.ru/
3750,10,29512,https://kcentr.ru/
1520,9,11333,https://www.oldi.ru/
2133,13,99175,StoreX24.ru
767,20,128608,iPort.ru
3233,0,144811,https://www.mvideo.ru/
5295,5,123632,https://www.svyaznoy.ru/
2132,16,115240,Sold-Out.ru
5172,11,87694,https://ulmart-katalog.ru/
1353,19,66986,Quke.ru
1423,2,27691,https://www.dns-shop.ru/
3551,5,18355,https://www.svyaznoy.ru/
998,7,139444,https://www.holodilnik.ru/
204,8,141424,https://sbermegamarket.ru/
5403,2,65828,https://www.dns-shop.ru/
5797,15,18626,Video-shoper.ru
5853,20,64792,iPort.ru
319,1,123970,https://www.citilink.ru/
4357,21,137555,123.ru
5529,4,131141,https://biggeek.ru/
2400,12,33531,https://www.techport.ru/
1912,19,137091,Quke.ru
4795,6,39954,https://re-store.ru/
4111,6,80225,https://re-store.ru/
3139,0,136152,https://www.mvideo.ru/
619,15,92324,Video-shoper.ru
3415,4,95461,https://biggeek.ru/
5407,10,54214,https://kcentr.ru/
4054,0,83877,https://www.mvideo.ru/
2956,16,133179,Sold-Out.ru
1217,0,78596,https://www.mvideo.ru/
5954,5,46145,https://www.svyaznoy.ru/
4159,16,81659,Sold-Out.ru
1110,19,93251,Quke.ru
186,11,25912,https://ulmart-katalog.ru/
1801,17,30448,coxo.ru
821,21,120668,123.ru
2728,3,44075,https://www.eldorado.ru/
4239,2,111875,https://www.dns-shop.ru/
1797,10,143198,https://kcentr.ru/
4544,12,110610,https://www.techport.ru/
1043,16,100018,Sold-Out.ru
2717,15,20855,Video-shoper.ru
2056,7,144564,https://www.holodilnik.ru/
1682,4,57540,https://biggeek.ru/
3525,9,71375,https://www.oldi.ru/
999,6,126879,https://re-store.ru/
475,7,119132,https://www.holodilnik.ru/
408,6,143291,https://re-store.ru/
5920,13,26022,StoreX24.ru
3347,4,105151,https://biggeek.ru/
5462,5,85868,https://www.svyaznoy.ru/
2119,9,13202,https://www.oldi.ru/
1780,7,105863,https://www.holodilnik.ru/
2498,17,137431,coxo.ru
484,6,30489,https://re-store.ru/
5505,6,115975,https://re-store.ru/
4418,3,113666,https://www.eldorado.ru/
2491,16,48744,Sold-Out.ru
3550,0,146629,https://www.mvideo.ru/
96,12,64352,https://www.techport.ru/
5544,13,26151,StoreX24.ru
4588,21,149332,123.ru
1836,6,90836,https://re-store.ru/
1542,20,65839,iPort.ru
788,14,36541,Wishmaster.me
3795,14,136829,Wishmaster.me
1321,5,12275,https://www.svyaznoy.ru/
5099,7,55527,https://www.holodilnik.ru/
1731,5,90172,https://www.svyaznoy.ru/
222,0,135198,https://www.mvideo.ru/
4940,20,139688,iPort.ru
4488,16,61286,Sold-Out.ru
324,5,68671,https://www.svyaznoy.ru/
1098,1,29709,https://www.citilink.ru/
1690,18,108267,Shop-Trubka.ru
962,4,128984,https://biggeek.ru/
4210,16,76084,Sold-Out.ru
3867,11,119292,https://ulmart-katalog.ru/
251,11,102807,https://ulmart-katalog.ru/
5765,13,97476,StoreX24.ru
4124,11,96519,https://ulmart-katalog.ru/
3907,2,75618,https://www.dns-shop.ru/
3642,2,44029,https://www.dns-shop.ru/
4141,15,149538,Video-shoper.ru
1835,11,42369,https://ulmart-katalog.ru/
1285,2,92155,https://www.dns-shop.ru/
3820,17,54044,coxo.ru
5604,19,104702,Quke.ru
757,5,57874,https://www.svyaznoy.ru/
4670,17,102189,coxo.ru
5343,13,21250,StoreX24.ru
2633,12,144451,https://www.techport.ru/
479,7,100427,https://www.holodilnik.ru/
358,5,49146,https://www.svyaznoy.ru/
5136,20,65102,iPort.ru
3703,11,39218,https://ulmart-katalog.ru/
2039,20,125146,iPort.ru
4559,6,77185,https://re-store.ru/
517,5,90391,https://www.svyaznoy.ru/
4252,11,33773,https://ulmart-katalog.ru/
5098,13,97967,StoreX24.ru
5130,4,108203,https://biggeek.ru/
560,6,65723,https://re-store.ru/
1212,10,61093,https://kcentr.ru/
728,16,60154,Sold-Out.ru
4176,10,120883,https://kcentr.ru/
75,9,16335,https://www.oldi.ru/
4675,11,24783,https://ulmart-katalog.ru/
5511,7,13022,https://www.holodilnik.ru/
907,6,44160,https://re-store.ru/
2295,5,40711,https://www.svyaznoy.ru/
392,11,32099,https://ulmart-katalog.ru/
201,21,88753,123.ru
3701,16,67123,Sold-Out.ru
4634,10,19025,https://kcentr.ru/
4577,13,51914,StoreX24.ru
3932,5,113471,https://www.svyaznoy.ru/
3888,10,47911,https://kcentr.ru/
4953,8,96291,https://sbermegamarket.ru/
989,16,11129,Sold-Out.ru
5675,11,91459,https://ulmart-katalog.ru/
4644,0,19251,https://www.mvideo.ru/
4498,12,68734,https://www.techport.ru/
1077,16,50514,Sold-Out.ru
1740,2,88936,https://www.dns-shop.ru/
623,4,104300,https://biggeek.ru/
4017,12,106875,https://www.techport.ru/
1560,21,113609,123.ru
5226,1,28607,https://www.citilink.ru/
4798,16,49177,Sold-Out.ru
568,15,76628,Video-shoper.ru
967,5,97326,https://www.svyaznoy.ru/
1682,1,30009,https://www.citilink.ru/
5657,13,98737,StoreX24.ru
2068,17,64755,coxo.ru
4654,12,149252,https://www.techport.ru/
984,9,146977,https://www.oldi.ru/
232,4,134700,https://biggeek.ru/
2549,21,10286,123.ru
3883,14,98250,Wishmaster.me
5286,2,139209,https://www.dns-shop.ru/
866,10,71881,https://kcentr.ru/
1300,15,124756,Video-shoper.ru
970,7,114031,https://www.holodilnik.ru/
1579,5,113581,https://www.svyaznoy.ru/
3018,1,14087,https://www.citilink.ru/
2077,15,11650,Video-shoper.ru
5880,7,147402,https://www.holodilnik.ru/
2671,0,121102,https://www.mvideo.ru/
5082,2,66589,https://www.dns-shop.ru/
3028,17,59479,coxo.ru
1299,18,18660,Shop-Trubka.ru
2625,0,23785,https://www.mvideo.ru/
5550,16,92421,Sold-Out.ru
5208,2,97180,https://www.dns-shop.ru/
3830,5,115778,https://www.svyaznoy.ru/
669,14,128559,Wishmaster.me
5786,5,72321,https://www.svyaznoy.ru/
3781,8,98404,https://sbermegamarket.ru/
954,21,90632,123.ru
1197,8,90788,https://sbermegamarket.ru/
942,8,19983,https://sbermegamarket.ru/
4383,21,61771,123.ru
128,20,105550,iPort.ru
4372,3,127858,https://www.eldorado.ru/
2459,15,38885,Video-shoper.ru
634,17,17900,coxo.ru
780,7,13537,https://www.holodilnik.ru/
3300,8,126691,https://sbermegamarket.ru/
2834,3,128003,https://www.eldorado.ru/
4182,17,63341,coxo.ru
2801,13,25715,StoreX24.ru
3609,18,98613,Shop-Trubka.ru
5564,16,71481,Sold-Out.ru
4358,0,79590,https://www.mvideo.ru/
5312,11,52633,https://ulmart-katalog.ru/
2214,5,34622,https://www.svyaznoy.ru/
5205,15,99810,Video-shoper.ru
2521,13,71618,StoreX24.ru
1953,21,110697,123.ru
5958,20,141407,iPort.ru
3651,12,147369,https://www.techport.ru/
2608,9,91112,https://www.oldi.ru/
4763,5,44878,https://www.svyaznoy.ru/
962,12,123949,https://www.techport.ru/
1260,21,133341,123.ru
5710,5,13053,https://www.svyaznoy.ru/
5678,8,11244,https://sbermegamarket.ru/
5768,2,64826,https://www.dns-shop.ru/
5656,8,106186,https://sbermegamarket.ru/
1108,8,54664,https://sbermegamarket.ru/
5368,15,76481,Video-shoper.ru
5540,10,59643,https://kcentr.ru/
2061,18,131059,Shop-Trubka.ru
3281,0,74186,https://www.mvideo.ru/
4005,2,21796,https://www.dns-shop.ru/
1638,0,11823,https://www.mvideo.ru/
3688,12,145226,https://www.techport.ru/
603,8,82091,https://sbermegamarket.ru/
5503,14,147147,Wishmaster.me
4431,9,90591,https://www.oldi.ru/
843,5,19110,https://www.svyaznoy.ru/
3631,4,32343,https://biggeek.ru/
3615,6,76959,https://re-store.ru/
654,19,100313,Quke.ru
4950,21,105866,123.ru
1762,20,13265,iPort.ru
4635,10,50330,https://kcentr.ru/
14,5,12173,https://www.svyaznoy.ru/
1219,17,69125,coxo.ru
2496,13,104907,StoreX24.ru
3869,4,112008,https://biggeek.ru/
2214,12,54434,https://www.techport.ru/
4417,3,95909,https://www.eldorado.ru/
1766,21,64862,123.ru
3843,12,33622,https://www.techport.ru/
4439,19,60373,Quke.ru
1893,8,90783,https://sbermegamarket.ru/
4671,18,120088,Shop-Trubka.ru
2841,17,77745,coxo.ru
1221,1,86259,https://www.citilink.ru/
4016,8,43860,https://sbermegamarket.ru/
740,21,28939,123.ru
3648,15,88498,Video-shoper.ru
3256,14,128971,Wishmaster.me
1529,17,67660,coxo.ru
5742,3,137725,https://www.eldorado.ru/
4077,3,56148,https://www.eldorado.ru/
3868,4,88169,https://biggeek.ru/
2761,13,123401,StoreX24.ru
5254,5,21024,https://www.svyaznoy.ru/
5610,4,39572,https://biggeek.ru/
1116,5,40450,https://www.svyaznoy.ru/
146,21,44128,123.ru
4309,8,99778,https://sbermegamarket.ru/
1312,19,54037,Quke.ru
2993,12,122885,https://www.techport.ru/
4696,19,37677,Quke.ru
3736,18,12278,Shop-Trubka.ru
3175,18,113877,Shop-Trubka.ru
1862,19,86311,Quke.ru
4034,16,71207,Sold-Out.ru
73,18,116101,Shop-Trubka.ru
2131,4,38006,https://biggeek.ru/
4749,16,22804,Sold-Out.ru
4153,21,67119,123.ru
2052,19,55837,Quke.ru
4139,19,115647,Quke.ru
3852,5,68670,https://www.svyaznoy.ru/
3550,20,54036,iPort.ru
1547,7,128143,https://www.holodilnik.ru/
124,17,144942,coxo.ru
975,16,56018,Sold-Out.ru
2721,15,146297,Video-shoper.ru
1823,15,10296,Video-shoper.ru
1070,6,19638,https://re-store.ru/
5802,6,83625,https://re-store.ru/
3172,21,54532,123.ru
3635,20,119941,iPort.ru
1903,12,57048,https://www.techport.ru/
4562,4,67089,https://biggeek.ru/
5706,11,10975,https://ulmart-katalog.ru/
669,7,26913,https://www.holodilnik.ru/
2231,16,29232,Sold-Out.ru
2446,10,112516,https://kcentr.ru/
2792,2,19342,https://www.dns-shop.ru/
4824,11,67476,https://ulmart-katalog.ru/
1788,18,88762,Shop-Trubka.ru
2553,13,64693,StoreX24.ru
3161,19,59392,Quke.ru
3434,6,68865,https://re-store.ru/
679,11,25512,https://ulmart-katalog.ru/
199,5,94484,https://www.svyaznoy.ru/
447,3,128560,https://www.eldorado.ru/
740,3,142896,https://www.eldorado.ru/
899,6,128197,https://re-store.ru/
4045,3,51692,https://www.eldorado.ru/
3312,18,118373,Shop-Trubka.ru
5209,8,103165,https://sbermegamarket.ru/
1768,15,37389,Video-shoper.ru
1832,1,28970,https://www.citilink.ru/
2,2,38877,https://www.dns-shop.ru/
3565,20,88698,iPort.ru
4906,11,56534,https://ulmart-katalog.ru/
1340,17,118818,coxo.ru
1050,9,102046,https://www.oldi.ru/
2692,3,121180,https://www.eldorado.ru/
5403,2,30085,https://www.dns-shop.ru/
1278,0,66337,https://www.mvideo.ru/
4777,7,58182,https://www.holodilnik.ru/
738,4,61357,https://biggeek.ru/
5109,17,85207,coxo.ru
5782,14,30897,Wishmaster.me
1171,9,68281,https://www.oldi.ru/
1765,14,139835,Wishmaster.me
1581,2,56847,https://www.dns-shop.ru/
4454,12,57587,https://www.techport.ru/
3597,1,88855,https://www.citilink.ru/
2873,8,82416,https://sbermegamarket.ru/
600,3,123399,https://www.eldorado.ru/
2804,20,144577,iPort.ru
428,4,123329,https://biggeek.ru/
4874,16,92240,Sold-Out.ru
5094,12,117214,https://www.techport.ru/
1175,10,20526,https://kcentr.ru/
5770,21,34658,123.ru
4240,8,57111,https://sbermegamarket.ru/
19,5,75987,https://www.svyaznoy.ru/
2674,21,117955,123.ru
3512,14,149051,Wishmaster.me
4603,10,79726,https://kcentr.ru/
1579,21,42314,123.ru
4693,8,88288,https://sbermegamarket.ru/
3259,15,129533,Video-shoper.ru
5006,21,135032,123.ru
1606,16,66096,Sold-Out.ru
1811,20,104343,iPort.ru
702,3,109826,https://www.eldorado.ru/
950,11,40752,https://ulmart-katalog.ru/
5373,4,121824,https://biggeek.ru/
4762,10,58360,https://kcentr.ru/
4929,12,47548,https://www.techport.ru/
2517,21,82201,123.ru
4059,17,53398,coxo.ru
1604,20,39577,iPort.ru
2115,21,141123,123.ru
4057,3,13829,https://www.eldorado.ru/
3821,7,59719,https://www.holodilnik.ru/
2031,8,88775,https://sbermegamarket.ru/
19,3,23722,https://www.eldorado.ru/
4136,15,53134,Video-shoper.ru
2188,18,147703,Shop-Trubka.ru
5458,9,49930,https://www.oldi.ru/
1786,20,137313,iPort.ru
1510,12,138078,https://www.techport.ru/
643,18,27355,Shop-Trubka.ru
1738,8,139936,https://sbermegamarket.ru/
2888,3,111944,https://www.eldorado.ru/
2720,2,116546,https://www.dns-shop.ru/
537,19,121048,Quke.ru
3444,5,81480,https://www.svyaznoy.ru/
3004,6,28073,https://re-store.ru/
4793,16,50085,Sold-Out.ru
5138,8,142903,https://sbermegamarket.ru/
1296,10,63848,https://kcentr.ru/
3515,2,59042,https://www.dns-shop.ru/
4246,15,107819,Video-shoper.ru
147,17,77764,coxo.ru
4116,18,112197,Shop-Trubka.ru
5488,10,94523,https://kcentr.ru/
2536,0,45937,https://www.mvideo.ru/
2104,7,60046,https://www.holodilnik.ru/
184,5,89711,https://www.svyaznoy.ru/
5955,10,51855,https://kcentr.ru/
5748,4,31935,https://biggeek.ru/
1498,19,79324,Quke.ru
848,10,17880,https://kcentr.ru/
4175,16,12459,Sold-Out.ru
4254,12,21158,https://www.techport.ru/
2492,14,51339,Wishmaster.me
260,6,127648,https://re-store.ru/
443,21,38509,123.ru
4182,2,31370,https://www.dns-shop.ru/
1378,9,84334,https://www.oldi.ru/
3263,14,118348,Wishmaster.me
1484,3,81291,https://www.eldorado.ru/
2371,6,110084,https://re-store.ru/
4504,3,25971,https://www.eldorado.ru/
3158,1,28321,https://www.citilink.ru/
4669,18,115993,Shop-Trubka.ru
1738,8,143001,https://sbermegamarket.ru/
4698,17,87236,coxo.ru
1201,7,36011,https://www.holodilnik.ru/
4394,4,83726,https://biggeek.ru/
3966,11,103933,https://ulmart-katalog.ru/
2320,20,51929,iPort.ru
3455,7,109359,https://www.holodilnik.ru/
1489,21,48561,123.ru
4517,15,97910,Video-shoper.ru
2389,9,118704,https://www.oldi.ru/
3804,21,37972,123.ru
3566,2,27610,https://www.dns-shop.ru/
4573,19,50983,Quke.ru
709,0,67977,https://www.mvideo.ru/
3565,7,48433,https://www.holodilnik.ru/
1347,20,122405,iPort.ru
5317,8,76665,https://sbermegamarket.ru/
3687,20,53586,iPort.ru
5026,13,124911,StoreX24.ru
3576,20,88689,iPort.ru
1148,6,121338,https://re-store.ru/
892,19,95211,Quke.ru
1149,19,18572,Quke.ru
5799,17,73291,coxo.ru
5123,8,102531,https://sbermegamarket.ru/
2083,5,28689,https://www.svyaznoy.ru/
3386,7,125822,https://www.holodilnik.ru/
1035,15,125702,Video-shoper.ru
3414,11,128952,https://ulmart-katalog.ru/
2762,7,60696,https://www.holodilnik.ru/
4278,13,56163,StoreX24.ru
908,18,96593,Shop-Trubka.ru
76,11,119356,https://ulmart-katalog.ru/
2061,19,35373,Quke.ru
1215,11,55204,https://ulmart-katalog.ru/
2091,0,81359,https://www.mvideo.ru/
5474,1,29812,https://www.citilink.ru/
5025,6,114737,https://re-store.ru/
3866,6,17549,https://re-store.ru/
2549,19,69314,Quke.ru
2855,17,145452,coxo.ru
1241,0,53394,https://www.mvideo.ru/
2232,1,144817,https://www.citilink.ru/
2295,7,127270,https://www.holodilnik.ru/
4857,16,137255,Sold-Out.ru
1,13,144094,StoreX24.ru
4223,18,26163,Shop-Trubka.ru
5657,19,119719,Quke.ru
583,0,93663,https://www.mvideo.ru/
5609,1,103241,https://www.citilink.ru/
3240,10,112023,https://kcentr.ru/
3063,11,14573,https://ulmart-katalog.ru/
5719,7,56944,https://www.holodilnik.ru/
566,18,124283,Shop-Trubka.ru
74,14,139393,Wishmaster.me
894,2,30825,https://www.dns-shop.ru/
2196,12,130173,https://www.techport.ru/
3705,19,95289,Quke.ru
2828,8,74511,https://sbermegamarket.ru/
1479,9,36228,https://www.oldi.ru/
3619,9,95208,https://www.oldi.ru/
4041,8,138347,https://sbermegamarket.ru/
2457,6,143216,https://re-store.ru/
2227,6,17988,https://re-store.ru/
3816,6,64028,https://re-store.ru/
5170,9,86180,https://www.oldi.ru/
2633,3,42893,https://www.eldorado.ru/
439,13,78842,StoreX24.ru
368,11,91306,https://ulmart-katalog.ru/
5920,17,65742,coxo.ru
5670,5,102753,https://www.svyaznoy.ru/
2803,4,101020,https://biggeek.ru/
3859,6,93246,https://re-store.ru/
4652,15,70435,Video-shoper.ru
5681,5,108813,https://www.svyaznoy.ru/
4743,5,66475,https://www.svyaznoy.ru/
4559,19,143604,Quke.ru
5558,0,78843,https://www.mvideo.ru/
412,17,142265,coxo.ru
4616,12,32301,https://www.techport.ru/
2441,10,137306,https://kcentr.ru/
996,21,118212,123.ru
3048,3,14168,https://www.eldorado.ru/
3048,11,93607,https://ulmart-katalog.ru/
2762,12,46465,https://www.techport.ru/
3092,12,60859,https://www.techport.ru/
5863,6,113569,https://re-store.ru/
4704,6,33189,https://re-store.ru/
5774,0,69142,https://www.mvideo.ru/
3675,16,90715,Sold-Out.ru
4057,16,81496,Sold-Out.ru
3345,6,148067,https://re-store.ru/
3761,10,120790,https://kcentr.ru/
1253,12,125520,https://www.techport.ru/
3671,18,18059,Shop-Trubka.ru
2000,1,52846,https://www.citilink.ru/
661,10,77566,https://kcentr.ru/
1203,4,122775,https://biggeek.ru/
4147,5,66412,https://www.svyaznoy.ru/
5105,11,75539,https://ulmart-katalog.ru/
1143,4,55522,https://biggeek.ru/
2432,0,35046,https://www.mvideo.ru/
1128,6,17033,https://re-store.ru/
5146,4,18519,https://biggeek.ru/
5312,20,38366,iPort.ru
1347,7,58216,https://www.holodilnik.ru/
441,12,15085,https://www.techport.ru/
2053,18,99049,Shop-Trubka.ru
5097,15,22326,Video-shoper.ru
2779,19,128810,Quke.ru
3784,20,31471,iPort.ru
242,2,130269,https://www.dns-shop.ru/
3269,4,137483,https://biggeek.ru/
4923,2,12482,https://www.dns-shop.ru/
375,0,117078,https://www.mvideo.ru/
423,11,63377,https://ulmart-katalog.ru/
86,3,134476,https://www.eldorado.ru/
